('spelling correction', 'Is-a-Prerequisite-of', 'language understanding')
('punctuality', 'Conjunction', 'reliability')
('reliability', 'Conjunction', 'dependability')
('dependability', 'Conjunction', 'consistency')
('consistency', 'Conjunction', 'stability')
('stability', 'Conjunction', 'balance')
('balance', 'Conjunction', 'harmony')
('harmony', 'Conjunction', 'unity')
('unity', 'Conjunction', 'coherence')
('coherence', 'Conjunction', 'integration')
('integration', 'Conjunction', 'holism')
('holism', 'Conjunction', 'wholeness')
('wholeness', 'Conjunction', 'completeness')
('completeness', 'Conjunction', 'perfection')
('perfection', 'Conjunction', 'flawlessness')
('flawlessness', 'Conjunction', 'faultlessness')
('faultlessness', 'Conjunction', 'errorlessness')
('errorlessness', 'Conjunction', 'precision')
('lexicalized parsing', 'Part-of', 'neural encoder-decoder transition-based parser')
('lexicalized parsing', 'Is-a-Prerequisite-of', 'Minimal Recursion Semantics')
('lexicalized parsing', 'Hyponym-Of', 'Abstract Meaning Representation')
('lexicalized parsing', 'Conjunction', 'stack-based embedding features')
('lexicalized parsing', 'Used-for', 'predicting graphs jointly with unlexicalized predicates and their token alignments')
('lexicalized parsing', 'Evaluate-for', 'accuracy')
('lexicalized parsing', 'Part-of', 'GPU batch processing')
('lexicalized parsing', 'Hyponym-Of', 'high-precision grammar-based parser')
('lexicalized parsing', 'Conjunction', 'upper-bound on AMR parsing')
('lexicalized parsing', 'Is-a-Prerequisite-of', 'ONLG')
('lexicalized parsing', 'Part-of', 'data-driven architecture for ONLG')
('lexicalized parsing', 'Conjunction', 'generation with Relational-Realizational inspired grammar')
('lexicalized parsing', 'Used-for', 'conditioning the generation on topic models')
('lexicalized parsing', 'Evaluate-for', 'human-evaluation scores')
('lexicalized parsing', 'Compare', 'manual-developed lexicalized grammar')
('lexicalized parsing', 'Part-of', 'extensively typed formal ontology for pre-university math')
('lexicalized parsing', 'Is-a-Prerequisite-of', 'semantic disambiguation inside and across sentences')
('lexicalized parsing', 'Conjunction', 'syntactic information about the target language')
('lexicalized parsing', 'Evaluate-for', 'BLEU score')
('lexicalized parsing', 'Compare', 'syntax-agnostic NMT baseline')
('lexicalized parsing', 'Part-of', 'reordering during translation')
('lexicalized parsing', 'Is-a-Prerequisite-of', 'domain shift')
('lexicalized parsing', 'Conjunction', 'pseudo-in-domain corpus')
('lexicalized parsing', 'Used-for', 'fine-tuning a pre-trained out-of-domain NMT model')
('lexicalized parsing', 'Evaluate-for', 'improvement in BLEU')
('lexicalized parsing', 'Compare', 'back-translation baselines')
('lexicalized parsing', 'Part-of', 'reduction in computational complexity')
('lexicalized parsing', 'Is-a-Prerequisite-of', 'bilexical dependencies')
('lexicalized parsing', 'Conjunction', 'unsupervised parsing performance')
('lexicalized parsing', 'Used-for', 'modeling nested entities')
('lexicalized parsing', 'Evaluate-for', 'state-of-the-art performance')
('lexicalized parsing', 'Compare', 'sequence-to-sequence paradigm')
('lexicalized parsing', 'Part-of', 'constituency parse tree in a top-down direction')
('lexicalized parsing', 'Is-a-Prerequisite-of', 'predicting infilling texts')
('lexicalized parsing', 'Conjunction', 'mapping and expanding each constituent')
('lexicalized parsing', 'Used-for', 'structural beam search method')
('phonetics', 'Compare', 'phonological distinctive features')
('phonetics', 'Compare', 'phonological distinctive features')
('distinctive features', 'Is-a-Prerequisite-of', 'phonotactic acquisition')
('phonotactic acquisition', 'Used-for', 'segment-level phonotactic learning')
('segment-level phonotactic learning', 'Evaluate-for', 'recurrent neural network models')
('recurrent neural network models', 'Hyponym-Of', 'feature-naive model')
('feature-naive model', 'Conjunction', 'feature-aware model')
('language generation', 'Used-for', 'phonetically-grounded language generation')
('phonetically-grounded language generation', 'Compare', 'TwistList')
('TwistList', 'Conjunction', 'human-authored examples')
('human-authored examples', 'Used-for', 'tongue twister generation')
('tongue twister generation', 'Evaluate-for', 'automatic and human evaluation')
('automatic and human evaluation', 'Used-for', 'existing mainstream pre-trained models')
('existing mainstream pre-trained models', 'Hyponym-Of', 'TableQA models')
('TableQA models', 'Compare', 'retriever-reader pipelines')
('retriever-reader pipelines', 'Used-for', 'Dense Passage Retriever')
('late interaction models', 'Conjunction', 'joint training scheme')
('joint training scheme', 'Used-for', 'table-level signals')
('table-level signals', 'Is-a-Prerequisite-of', 'binary relevance token')
('binary relevance token', 'Conjunction', 'answer generated by the reader')
('answer generated by the reader', 'Evaluate-for', 'reliability of the table')
('relation extraction', 'Is-a-Prerequisite-of', 'knowledge graph construction')
('knowledge graph', 'Part-of', 'relation extraction')
('distant supervision', 'Evaluate-for', 'relation extraction')
('multi-lingual neural network', 'Compare', 'relation extraction')
('relation extraction', 'Evaluate-for', 'concept')
('model', 'Is-a-Prerequisite-of', 'relation extraction')
('relation extraction', 'Part-of', 'Natural Language Processing')
('relation extraction', 'Is-a-Prerequisite-of', 'social media analysis')
('ROUGE', 'Evaluate-for', 'question answering model')
('ROUGE', 'Used-for', 'question answering model')
('distant supervision', 'Evaluate-for', 'question answering model')
('multi-lingual neural network', 'Compare', 'question answering model')
('relation extraction', 'Evaluate-for', 'hyponym-of')
('concept', 'Hyponym-Of', 'Sequence-To-Sequence')
('speech synthesis', 'Compare', 'text-to-speech systems')
('speech synthesis', 'Part-of', 'multitask learning')
('speech synthesis', 'Used-for', 'image captioning')
('speech synthesis', 'Hyponym-Of', 'natural language processing')
('speech synthesis', 'Evaluate-for', 'hate speech detection')
('speech synthesis', 'Conjunction', 'sentiment knowledge sharing')
('speech synthesis', 'Compare', 'neural text-to-speech systems')
('speech synthesis', 'Part-of', 'language revitalization')
('speech synthesis', 'Used-for', 'materials science text')
('speech synthesis', 'Is-a-Prerequisite-of', 'natural language processing')
('speech synthesis', 'Compare', 'text-to-speech systems')
('speech synthesis', 'Part-of', 'multitask learning')
('speech synthesis', 'Used-for', 'image captioning')
('speech synthesis', 'Hyponym-Of', 'natural language processing')
('speech synthesis', 'Evaluate-for', 'hate speech detection')
('speech synthesis', 'Conjunction', 'sentiment knowledge sharing')
('speech synthesis', 'Compare', 'neural text-to-speech systems')
('speech synthesis', 'Part-of', 'language revitalization')
('speech synthesis', 'Used-for', 'materials science text')
('text-to-speech systems', 'Compare', 'speech synthesis')
('text-to-speech systems', 'Is-a-Prerequisite-of', 'speech synthesis')
('text-to-speech systems', 'Part-of', 'multitask learning')
('text-to-speech systems', 'Used-for', 'image captioning')
('text-to-speech systems', 'Hyponym-Of', 'speech synthesis')
('text-to-speech systems', 'Evaluate-for', 'hate speech detection')
('text-to-speech systems', 'Conjunction', 'sentiment knowledge sharing')
('text-to-speech systems', 'Compare', 'neural text-to-speech systems')
('text-to-speech systems', 'Part-of', 'language revitalization')
('text-to-speech systems', 'Used-for', 'materials science text')
('image captioning', 'Used-for', 'speech synthesis')
('image captioning', 'Is-a-Prerequisite-of', 'speech synthesis')
('image captioning', 'Part-of', 'multitask learning')
('image captioning', 'Hyponym-Of', 'speech synthesis')
('image captioning', 'Evaluate-for', 'hate speech detection')
('image captioning', 'Conjunction', 'sentiment knowledge sharing')
('image captioning', 'Compare', 'neural text-to-speech systems')
('image captioning', 'Part-of', 'language revitalization')
('image captioning', 'Used-for', 'materials science text')
('hate speech detection', 'Evaluate-for', 'speech synthesis')
('hate speech detection', 'Is-a-Prerequisite-of', 'speech synthesis')
('hate speech detection', 'Part-of', 'multitask learning')
('hate speech detection', 'Hyponym-Of', 'speech synthesis')
('hate speech detection', 'Conjunction', 'sentiment knowledge sharing')
('hate speech detection', 'Compare', 'neural text-to-speech systems')
('hate speech detection', 'Part-of', 'language revitalization')
('hate speech detection', 'Used-for', 'materials science text')
('sentiment knowledge sharing', 'Conjunction', 'speech synthesis')
('sentiment knowledge sharing', 'Is-a-Prerequisite-of', 'speech synthesis')
('sentiment knowledge sharing', 'Part-of', 'multitask learning')
('sentiment knowledge sharing', 'Hyponym-Of', 'speech synthesis')
('sentiment knowledge sharing', 'Evaluate-for', 'hate speech detection')
('sentiment knowledge sharing', 'Compare', 'neural text-to-speech systems')
('sentiment knowledge sharing', 'Part-of', 'language revitalization')
('sentiment knowledge sharing', 'Used-for', 'materials science text')
('neural text-to-speech systems', 'Compare', 'speech synthesis')
('neural text-to-speech systems', 'Is-a-Prerequisite-of', 'speech synthesis')
('neural text-to-speech systems', 'Part-of', 'multitask learning')
('neural text-to-speech systems', 'Used-for', 'image captioning')
('neural text-to-speech systems', 'Hyponym-Of', 'speech synthesis')
('neural text-to-speech systems', 'Evaluate-for', 'hate speech detection')
('neural text-to-speech systems', 'Conjunction', 'sentiment knowledge sharing')
('neural text-to-speech systems', 'Compare', 'text-to-speech systems')
('neural text-to-speech systems', 'Part-of', 'language revitalization')
('neural text-to-speech systems', 'Used-for', 'materials science text')
('multitask learning', 'Part-of', 'speech synthesis')
('multitask learning', 'Is-a-Prerequisite-of', 'speech synthesis')
('multitask learning', 'Part-of', 'image captioning')
('multitask learning', 'Hyponym-Of', 'speech synthesis')
('multitask learning', 'Evaluate-for', 'hate speech detection')
('multitask learning', 'Conjunction', 'sentiment knowledge sharing')
('multitask learning', 'Compare', 'neural text-to-speech systems')
('multitask learning', 'Part-of', 'language revitalization')
('multitask learning', 'Used-for', 'materials science text')
('language revitalization', 'Part-of', 'speech synthesis')
('language revitalization', 'Is-a-Prerequisite-of', 'speech synthesis')
('language revitalization', 'Part-of', 'multitask learning')
('language revitalization', 'Hyponym-Of', 'speech synthesis')
('language revitalization', 'Evaluate-for', 'hate speech detection')
('language revitalization', 'Conjunction', 'sentiment knowledge sharing')
('language revitalization', 'Compare', 'neural text-to-speech systems')
('language revitalization', 'Part-of', 'materials science text')
('materials science text', 'Used-for', 'speech synthesis')
('materials science text', 'Is-a-Prerequisite-of', 'speech synthesis')
('materials science text', 'Part-of', 'multitask learning')
('materials science text', 'Hyponym-Of', 'speech synthesis')
('materials science text', 'Evaluate-for', 'hate speech detection')
('materials science text', 'Conjunction', 'sentiment knowledge sharing')
('materials science text', 'Compare', 'neural text-to-speech systems')
('materials science text', 'Part-of', 'language revitalization')
('neural machine translation', 'Is-a-Prerequisite-of', 'question answering model')
('neural machine translation', 'Part-of', 'semantic representation')
('neural machine translation', 'Evaluate-for', 'question answering model')
('neural machine translation', 'Used-for', 'linguistic prior')
('neural machine translation', 'Hyponym-Of', 'NMT with deep architecture')
('word embedding', 'Is-a-Prerequisite-of', 'software development')
('word embedding', 'Is-a-Prerequisite-of', 'natural language processing')
('word embedding', 'Hyponym-Of', 'computer science')
('word embedding', 'Evaluate-for', 'sentence similarity')
('word embedding', 'Evaluate-for', 'question answering model')
('word embedding', 'Conjunction', 'word analogy')
('word embedding', 'Used-for', 'information retrieval')
('word embedding', 'Used-for', 'question answering model')
('word embedding', 'Hyponym-Of', 'neural networks')
('word embedding', 'Is-a-Prerequisite-of', 'machine learning')
('word embedding', 'Is-a-Prerequisite-of', 'deep learning')
('word embedding', 'Part-of', 'natural language processing')
('word embedding', 'Part-of', 'computer science')
('word embedding', 'Part-of', 'deep learning')
('word embedding', 'Hyponym-Of', 'computer science')
('word embedding', 'Evaluate-for', 'sentence similarity')
('word embedding', 'Evaluate-for', 'question answering model')
('word embedding', 'Conjunction', 'word analogy')
('word embedding', 'Used-for', 'information retrieval')
('word embedding', 'Used-for', 'question answering model')
('word embedding', 'Hyponym-Of', 'neural networks')
('word embedding', 'Is-a-Prerequisite-of', 'machine learning')
('word embedding', 'Is-a-Prerequisite-of', 'deep learning')
('word embedding', 'Part-of', 'natural language processing')
('word embedding', 'Part-of', 'computer science')
('word embedding', 'Part-of', 'deep learning')
('word embedding', 'Hyponym-Of', 'computer science')
('word embedding', 'Evaluate-for', 'sentence similarity')
('word embedding', 'Evaluate-for', 'question answering model')
('word embedding', 'Conjunction', 'word analogy')
('word embedding', 'Used-for', 'information retrieval')
('word embedding', 'Used-for', 'question answering model')
('word embedding', 'Hyponym-Of', 'neural networks')
('word embedding', 'Is-a-Prerequisite-of', 'machine learning')
('word embedding', 'Is-a-Prerequisite-of', 'deep learning')
('word embedding', 'Part-of', 'natural language processing')
('word embedding', 'Part-of', 'computer science')
('word embedding', 'Part-of', 'deep learning')
('word embedding', 'Hyponym-Of', 'computer science')
('word embedding', 'Evaluate-for', 'sentence similarity')
('word embedding', 'Evaluate-for', 'question answering model')
('word embedding', 'Conjunction', 'word analogy')
('word embedding', 'Used-for', 'information retrieval')
('word embedding', 'Used-for', 'question answering model')
('word embedding', 'Hyponym-Of', 'neural networks')
('word embedding', 'Is-a-Prerequisite-of', 'machine learning')
('word embedding', 'Is-a-Prerequisite-of', 'deep learning')
('word embedding', 'Part-of', 'natural language processing')
('word embedding', 'Part-of', 'computer science')
('word embedding', 'Part-of', 'deep learning')
('word embedding', 'Part-of', 'natural language processing')
('word embedding', 'Part-of', 'computer science')
('word embedding', 'Part-of', 'computer science')
('word embedding', 'Part-of', 'deep learning')
('word embedding', 'Part-of', 'deep learning')
('word embedding', 'Part-of', 'computer science')
('word embedding', 'Part-of', 'computer science')
('word embedding', 'Part-of', 'deep learning')
('reading comprehension', 'Part-of', 'paragraph reader')
('reading comprehension', 'Compare', 'question answering model')
('reading comprehension', 'Compare', 'machine reading comprehension')
('reading comprehension', 'Part-of', 'Reinforcement learning')
('reading comprehension', 'Part-of', 'distantly supervised open-domain question answering')
('reading comprehension', 'Part-of', 'cloze-style reading comprehension')
('reading comprehension', 'Part-of', 'natural language processing')
('reading comprehension', 'Part-of', 'fine-grained language embeddings')
('reading comprehension', 'Part-of', 'multi-granularity fusion')
('reading comprehension', 'Part-of', 'hierarchical attention network')
('reading comprehension', 'Part-of', 'Attention-over-Attention reader')
('reading comprehension', 'Part-of', 'reinforcement learning')
('reading comprehension', 'Part-of', 'sequence-to-sequence learning')
('reading comprehension', 'Part-of', 'end-to-end neural model')
('reading comprehension', 'Part-of', 'multi-passage MRC')
('newton method', 'Conjunction', 'numerical optimization')
('newton method', 'Conjunction', 'question answering model')
('newton method', 'Part-of', 'long short-term memory')
('newton method', 'Is-a-Prerequisite-of', 'ability to code')
('newton method', 'Hyponym-Of', 'sedan')
('newton method', 'Evaluate-for', 'driver')
('newton method', 'Used-for', 'hammer')
('newton method', 'Compare', 'larger')
('newton method', 'Compare', 'smaller')
('newton method', 'Is-a-Prerequisite-of', 'requirement')
('newton method', 'Is-a-Prerequisite-of', 'feature engineering')
('newton method', 'Is-a-Prerequisite-of', 'document-level information')
('newton method', 'Is-a-Prerequisite-of', 'bilingual data')
('newton method', 'Is-a-Prerequisite-of', 'rich language')
('newton method', 'Is-a-Prerequisite-of', 'low-resource language pair')
('newton method', 'Is-a-Prerequisite-of', 'hierarchical structure')
('newton method', 'Is-a-Prerequisite-of', 'latent representation')
('newton method', 'Is-a-Prerequisite-of', 'hard-decision structured predictions')
('newton method', 'Is-a-Prerequisite-of', 'non-parallel data')
('newton method', 'Is-a-Prerequisite-of', 'pattern-based methods')
('newton method', 'Is-a-Prerequisite-of', 'distributional methods')
('newton method', 'Is-a-Prerequisite-of', 'treebank embeddings')
('newton method', 'Is-a-Prerequisite-of', 'fine-tuning')
('newton method', 'Is-a-Prerequisite-of', 'dependency trees')
('newton method', 'Is-a-Prerequisite-of', 'speech conversation')
('newton method', 'Is-a-Prerequisite-of', 'math problems')
('newton method', 'Is-a-Prerequisite-of', 'clinical letters')
('newton method', 'Is-a-Prerequisite-of', 'medical terminology')
('newton method', 'Is-a-Prerequisite-of', 'user traits')
('newton method', 'Is-a-Prerequisite-of', 'linguistic features')
('newton method', 'Is-a-Prerequisite-of', 'pseudo-disambiguation')
('newton method', 'Is-a-Prerequisite-of', 'commonsense knowledge')
('newton method', 'Is-a-Prerequisite-of', 'optimization methods')
('newton method', 'Is-a-Prerequisite-of', 'neural text summarization models')
('newton method', 'Is-a-Prerequisite-of', 'maximum log-likelihood')
('newton method', 'Is-a-Prerequisite-of', 'minimum risk training')
('newton method', 'Is-a-Prerequisite-of', 'human ratings')
('newton method', 'Is-a-Prerequisite-of', 'evaluation scores')
('newton method', 'Is-a-Prerequisite-of', 'ROUGE')
('newton method', 'Is-a-Prerequisite-of', 'Winograd Schema Challenge')
('newton method', 'Is-a-Prerequisite-of', 'ConceptNet5')
('newton method', 'Is-a-Prerequisite-of', 'pseudo-disambiguation')
('newton method', 'Is-a-Prerequisite-of', 'linguistic features')
('newton method', 'Is-a-Prerequisite-of', 'text summarization models')
('newton method', 'Is-a-Prerequisite-of', 'human ratings')
